pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	ID
path1520	13	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	4.210069211688629e-5	0.0017206526560292876	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1171	33	REACTOME_BASE_EXCISION_REPAIR	4.274650894130163e-5	0.0017394989378544305	REACTOME_BASE_EXCISION_REPAIR	M2158	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1104	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Base Excision Repair	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1104
path1071	19	REACTOME_FGFR2_ALTERNATIVE_SPLICING	4.2835529799538786e-5	0.0017394989378544305	REACTOME_FGFR2_ALTERNATIVE_SPLICING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path303	2	REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	4.3762462061858114e-5	0.0017698955727026879	REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	M17181	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12077	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Signalling to p38 via RIT and RIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12077
path1230	5	REACTOME_PTK6_REGULATES_CELL_CYCLE	4.392653381483247e-5	0.0017698955727026879	REACTOME_PTK6_REGULATES_CELL_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path503	25	REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	4.40017919019054e-5	0.0017698955727026879	REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path232	23	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	4.4274478901203494e-5	0.001775246065827704	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path12	17	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	4.442882948643e-5	0.0017758329678799732	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	M541	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1128	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Resolution of AP sites via the multiple-nucleotide patch replacement pathway	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1128
path125	7	REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	4.457859951005957e-5	0.0017762336778823857	REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	M626	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120722	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Acyl chain remodelling of PI	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120722
path1327	22	REACTOME_NUCLEOBASE_CATABOLISM	4.5708385197686265e-5	0.0018155585667377094	REACTOME_NUCLEOBASE_CATABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path279	23	REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	4.647926393208793e-5	0.0018404268987230947	REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path938	15	REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	4.7464383040643486e-5	0.0018627430268424031	REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	NA	NA	NA	NA	NA	NA	NA	NA	NA
path397	7	REACTOME_CALCINEURIN_ACTIVATES_NFAT	4.7469871570066006e-5	0.0018627430268424031	REACTOME_CALCINEURIN_ACTIVATES_NFAT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1183	9	REACTOME_PURINE_CATABOLISM	4.748250184380366e-5	0.0018627430268424031	REACTOME_PURINE_CATABOLISM	M842	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_2086	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Purine catabolism	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_2086
path79	428	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	4.7668099524766085e-5	0.0018642701212485762	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	M1058	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_75774	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Adaptive Immune System	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_75774
path199	15	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	4.797947365860635e-5	0.001868212055749493	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path810	10	REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	4.826396698984746e-5	0.001868212055749493	REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1021	28	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	4.833880587719448e-5	0.001868212055749493	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1352	93	REACTOME_FATTY_ACID_METABOLISM	4.8457549182101556e-5	0.001868212055749493	REACTOME_FATTY_ACID_METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1254	24	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	4.8503798099441854e-5	0.001868212055749493	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path385	9	REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	4.9120640367699714e-5	0.0018862549342580496	REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path767	23	REACTOME_RECYCLING_PATHWAY_OF_L1	5.0021565436482366e-5	0.001914565337098317	REACTOME_RECYCLING_PATHWAY_OF_L1	M891	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22365	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Recycling pathway of L1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22365
path230	595	REACTOME_INNATE_IMMUNE_SYSTEM	5.0159137791201706e-5	0.001914565337098317	REACTOME_INNATE_IMMUNE_SYSTEM	M1036	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6802	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Innate Immune System	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6802
path599	173	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	5.119399690771222e-5	0.0019482152286918388	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1325	379	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	5.1422361558616586e-5	0.0019510642591818938	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	NA	NA	NA	NA	NA	NA	NA	NA	NA
path687	67	REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	5.1726516008767845e-5	0.0019511513550181383	REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path423	12	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	5.173166993945278e-5	0.0019511513550181383	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	M14966	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13819	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Regulation of gene expression in beta cells	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13819
path442	14	REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	5.2337707933762925e-5	0.001962985516047545	REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	M592	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_118614	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Activated NOTCH1 Transmits Signal to the Nucleus	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_118614
path812	11	REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	5.2383834235295186e-5	0.001962985516047545	REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1106	4	REACTOME_DNA_REPLICATION_INITIATION	5.2508746334655663e-5	0.001962985516047545	REACTOME_DNA_REPLICATION_INITIATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path6	23	REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	5.3142299655620616e-5	0.0019808442433392826	REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path485	8	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	5.376773530696123e-5	0.0019982968375759805	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path383	18	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	5.4578971789180754e-5	0.0020225328885697088	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path754	10	REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	5.478017744450391e-5	0.002024087835568625	REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	M19582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_20619	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in mRNA Decay by 3' to 5' Exoribonuclease	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_20619
path76	613	REACTOME_DEVELOPMENTAL_BIOLOGY	5.526233941663079e-5	0.0020313996287174394	REACTOME_DEVELOPMENTAL_BIOLOGY	M509	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_111045	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Developmental Biology	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_111045
path224	21	REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	5.534583079387017e-5	0.0020313996287174394	REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path672	12	REACTOME_RAP1_SIGNALLING	5.545752463607373e-5	0.0020313996287174394	REACTOME_RAP1_SIGNALLING	M923	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_23898	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Rap1 signalling	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_23898
path5	8	REACTOME_MAPK3_ERK1_ACTIVATION	5.635267591661531e-5	0.002058257289599724	REACTOME_MAPK3_ERK1_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1190	5	REACTOME_MRNA_EDITING	5.695490864283967e-5	0.0020742929693410295	REACTOME_MRNA_EDITING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1167	34	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	5.765623587732504e-5	0.002093835718792635	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path67	7	REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	5.8060803138206103e-5	0.00209654765398947	REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path69	7	REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	5.8060803138206103e-5	0.00209654765398947	REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1128	40	REACTOME_GLYCOLYSIS	5.873040367461394e-5	0.002114718882950375	REACTOME_GLYCOLYSIS	M5113	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1383	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Glycolysis	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1383
path568	21	REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	6.23092944484843e-5	0.002235026007993332	REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1361	31	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	6.247128769275176e-5	0.002235026007993332	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1595	12	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	6.285787982006303e-5	0.002235026007993332	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	M519	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_111133	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Growth hormone receptor signaling	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_111133
path1545	389	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	6.300933534864559e-5	0.002235026007993332	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path477	4	REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	6.308335815198072e-5	0.002235026007993332	REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path575	51	REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	6.3126638982986e-5	0.002235026007993332	REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path857	29	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	6.404694595249944e-5	0.0022613109587279554	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path966	32	REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	6.494848073099279e-5	0.002286789331111694	REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path174	10	REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	6.538941650374932e-5	0.002295954378362996	REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	M1093	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_952	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Synthesis of glycosylphosphatidylinositol (GPI)	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_952
path776	52	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	6.620817093175267e-5	0.0023140954150484045	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path523	65	REACTOME_EPH_EPHRIN_SIGNALING	6.627020023155695e-5	0.0023140954150484045	REACTOME_EPH_EPHRIN_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path105	77	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	6.700855526501956e-5	0.00233346747963364	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1016	59	REACTOME_HOMOLOGY_DIRECTED_REPAIR	6.775872518134137e-5	0.002353143996505339	REACTOME_HOMOLOGY_DIRECTED_REPAIR	NA	NA	NA	NA	NA	NA	NA	NA	NA
path137	97	REACTOME_PHOSPHOLIPID_METABOLISM	6.795496617987036e-5	0.0023535287026047002	REACTOME_PHOSPHOLIPID_METABOLISM	M649	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120870	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Phospholipid metabolism	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120870
path1022	38	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	6.881790494289415e-5	0.0023769387517361463	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path263	19	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	6.93229062358197e-5	0.0023878924257686863	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	M11153	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6769	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Activation of ATR in response to replication stress	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6769
path201	17	REACTOME_MTOR_SIGNALLING	7.038495563267673e-5	0.002414811487914491	REACTOME_MTOR_SIGNALLING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path712	164	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	7.048436315546323e-5	0.002414811487914491	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	M600	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19231	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in G alpha (i) signalling events	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19231
path1130	17	REACTOME_GLUCONEOGENESIS	7.098383207036341e-5	0.002425385986331657	REACTOME_GLUCONEOGENESIS	M13748	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1520	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Gluconeogenesis	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1520
path1037	37	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	7.184340866424845e-5	0.0024481750098592574	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path180	56	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	7.237491707993808e-5	0.002459692629068194	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path549	50	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	7.438558220072925e-5	0.0025212845438962205	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path980	504	REACTOME_INFECTIOUS_DISEASE	7.478578845729583e-5	0.002528107834633232	REACTOME_INFECTIOUS_DISEASE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path616	2	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	7.500555587047848e-5	0.0025288114340587895	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	M6591	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_15306	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Cytosolic tRNA aminoacylation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_15306
path213	100	REACTOME_SIGNALING_BY_NTRKS	7.552731467388929e-5	0.002537427207421533	REACTOME_SIGNALING_BY_NTRKS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path515	7	REACTOME_SIGNALING_BY_LEPTIN	7.585693122035273e-5	0.002537427207421533	REACTOME_SIGNALING_BY_LEPTIN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path561	26	REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	7.585999786521555e-5	0.002537427207421533	REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1139	8	REACTOME_LYSINE_CATABOLISM	7.628066714247276e-5	0.002544801251812129	REACTOME_LYSINE_CATABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1142	219	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	7.700973595983198e-5	0.0025623982801301825	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	M727	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Metabolism of amino acids and derivatives	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13
path1239	35	REACTOME_PROTEIN_UBIQUITINATION	7.812257618787185e-5	0.002583766973984371	REACTOME_PROTEIN_UBIQUITINATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path148	15	REACTOME_GLUTATHIONE_CONJUGATION	7.815462305026536e-5	0.002583766973984371	REACTOME_GLUTATHIONE_CONJUGATION	M1443	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6926	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Glutathione conjugation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6926
path1032	52	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	7.833137599204362e-5	0.002583766973984371	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	M893	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22393	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Respiratory electron transport	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22393
path562	10	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	7.846505521227875e-5	0.002583766973984371	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path694	24	REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	7.902177177480395e-5	0.002593806697236894	REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1409	9	REACTOME_INTERLEUKIN_2_SIGNALING	7.91780807041897e-5	0.002593806697236894	REACTOME_INTERLEUKIN_2_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1083	6	REACTOME_MET_RECEPTOR_ACTIVATION	7.952768409021624e-5	0.0025979500061093152	REACTOME_MET_RECEPTOR_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path940	370	REACTOME_VESICLE_MEDIATED_TRANSPORT	7.971334499657937e-5	0.0025979500061093152	REACTOME_VESICLE_MEDIATED_TRANSPORT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path838	236	REACTOME_GPCR_LIGAND_BINDING	8.057547657903812e-5	0.002619331635437907	REACTOME_GPCR_LIGAND_BINDING	M507	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_21340	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in GPCR ligand binding	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_21340
path768	14	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	8.080071720215677e-5	0.002619953065780462	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path244	22	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	8.107740318845967e-5	0.0026222351984880724	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	M14897	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6804	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Regulation of Glucokinase by Glucokinase Regulatory Protein	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6804
path536	116	REACTOME_SUMOYLATION	8.495853659474049e-5	0.002739760501935523	REACTOME_SUMOYLATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path377	346	REACTOME_MEMBRANE_TRAFFICKING	8.514229125050606e-5	0.002739760501935523	REACTOME_MEMBRANE_TRAFFICKING	M11480	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11123	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Membrane Trafficking	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11123
