pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	ID
path1206	7	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	0.0447006337817854	1	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path92	5	REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	0.0447227255126582	1	REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path59	9	REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	0.04481327890324003	1	REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	NA	NA	NA	NA	NA	NA	NA	NA	NA
path609	10	REACTOME_DSCAM_INTERACTIONS	0.045382842708356276	1	REACTOME_DSCAM_INTERACTIONS	M994	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25299	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in DSCAM interactions	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25299
path1493	22	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	0.04549597065296246	1	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path357	11	REACTOME_NICOTINATE_METABOLISM	0.04604911040956874	1	REACTOME_NICOTINATE_METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path919	16	REACTOME_CD209_DC_SIGN_SIGNALING	0.046489616484750404	1	REACTOME_CD209_DC_SIGN_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path229	70	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	0.046956207498678806	1	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path871	19	REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	0.04732043216451904	1	REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1323	30	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	0.0476791590426424	1	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	NA	NA	NA	NA	NA	NA	NA	NA	NA
path75	17	REACTOME_INTERLEUKIN_7_SIGNALING	0.04773760046377569	1	REACTOME_INTERLEUKIN_7_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path282	12	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	0.04808552940373704	1	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1022	38	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.04870629836572938	1	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path74	6	REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	0.04885696573361686	1	REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path210	4	REACTOME_MITOCHONDRIAL_UNCOUPLING	0.04972726746871359	1	REACTOME_MITOCHONDRIAL_UNCOUPLING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path226	4	REACTOME_THE_FATTY_ACID_CYCLING_MODEL	0.04972726746871359	1	REACTOME_THE_FATTY_ACID_CYCLING_MODEL	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1038	55	REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	0.05001057352086366	1	REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1502	4	REACTOME_SUPPRESSION_OF_APOPTOSIS	0.05030890791190883	1	REACTOME_SUPPRESSION_OF_APOPTOSIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path750	7	REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	0.05052915612982175	1	REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1075	60	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	0.05063215310989547	1	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path747	7	REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	0.050681515708299346	1	REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	NA	NA	NA	NA	NA	NA	NA	NA	NA
path802	50	REACTOME_INTERLEUKIN_17_SIGNALING	0.05082481262477111	1	REACTOME_INTERLEUKIN_17_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path198	6	REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	0.051103791038603824	1	REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1180	30	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	0.05138675963311125	1	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path375	6	REACTOME_CREB_PHOSPHORYLATION	0.05170898673468498	1	REACTOME_CREB_PHOSPHORYLATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path834	24	REACTOME_SIGNALING_BY_WNT_IN_CANCER	0.05260069011558699	1	REACTOME_SIGNALING_BY_WNT_IN_CANCER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path665	44	REACTOME_PROTEIN_FOLDING	0.053056560159437334	1	REACTOME_PROTEIN_FOLDING	M776	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_16952	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Protein folding	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_16952
path1027	72	REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.05319038976172365	1	REACTOME_NUCLEOTIDE_EXCISION_REPAIR	M7927	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1826	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Nucleotide Excision Repair	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1826
path528	22	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	0.05323986065747213	1	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1031	13	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.05409090764539352	1	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	M871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22186	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Deposition of New CENPA-containing Nucleosomes at the Centromere	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22186
path944	11	REACTOME_SHC_MEDIATED_CASCADE_FGFR1	0.05431214564998088	1	REACTOME_SHC_MEDIATED_CASCADE_FGFR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1172	52	REACTOME_CHROMOSOME_MAINTENANCE	0.05473220108290499	1	REACTOME_CHROMOSOME_MAINTENANCE	M868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22172	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Chromosome Maintenance	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_22172
path1355	76	REACTOME_RHOA_GTPASE_CYCLE	0.055156381899974946	1	REACTOME_RHOA_GTPASE_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path851	33	REACTOME_REGULATED_NECROSIS	0.05557199877502978	1	REACTOME_REGULATED_NECROSIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path914	13	REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	0.05568370923951505	1	REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1571	17	REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	0.056605174940513744	1	REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path219	15	REACTOME_SIGNALLING_TO_RAS	0.056845257267151277	1	REACTOME_SIGNALLING_TO_RAS	M12256	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12033	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Signalling to RAS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12033
path485	8	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.05751760352184042	1	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path923	15	REACTOME_RHO_GTPASES_ACTIVATE_CIT	0.05795993266822	1	REACTOME_RHO_GTPASES_ACTIVATE_CIT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path939	2	REACTOME_FRUCTOSE_METABOLISM	0.058471314854316246	1	REACTOME_FRUCTOSE_METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path417	15	REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	0.05944429786981363	1	REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1074	11	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	0.06023244173865998	1	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	NA	NA	NA	NA	NA	NA	NA	NA	NA
path133	4	REACTOME_SYNTHESIS_OF_PI	0.060569900073385176	1	REACTOME_SYNTHESIS_OF_PI	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1268	20	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	0.06065652559660811	1	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path862	2	REACTOME_DNA_METHYLATION	0.06109725047986291	1	REACTOME_DNA_METHYLATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1539	17	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.06142345284274486	1	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1294	27	REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	0.06173472486264122	1	REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path520	13	REACTOME_INSULIN_PROCESSING	0.061857108600649795	1	REACTOME_INSULIN_PROCESSING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path476	8	REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	0.06268342489604609	1	REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1531	8	REACTOME_KILLING_MECHANISMS	0.06271370056297679	1	REACTOME_KILLING_MECHANISMS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1039	44	REACTOME_DUAL_INCISION_IN_TC_NER	0.06279426923467321	1	REACTOME_DUAL_INCISION_IN_TC_NER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path396	18	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.06283859387357162	1	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	M16523	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12623	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Generation of second messenger molecules	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12623
path704	7	REACTOME_P2Y_RECEPTORS	0.06285508983485175	1	REACTOME_P2Y_RECEPTORS	M10960	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18289	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in P2Y receptors	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18289
path1515	10	REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	0.06321421431369452	1	REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path712	164	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.06370360576243256	1	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	M600	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19231	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in G alpha (i) signalling events	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19231
path1219	12	REACTOME_THE_NLRP3_INFLAMMASOME	0.0643546575375127	1	REACTOME_THE_NLRP3_INFLAMMASOME	M1063	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_75808	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in The NLRP3 inflammasome	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_75808
path121	4	REACTOME_ACYL_CHAIN_REMODELING_OF_CL	0.06445324358115294	1	REACTOME_ACYL_CHAIN_REMODELING_OF_CL	NA	NA	NA	NA	NA	NA	NA	NA	NA
path99	11	REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	0.06481584694404101	1	REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1387	47	REACTOME_RHOG_GTPASE_CYCLE	0.06484141130529254	1	REACTOME_RHOG_GTPASE_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path342	75	REACTOME_SIGNALING_BY_VEGF	0.06484610377718183	1	REACTOME_SIGNALING_BY_VEGF	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1392	60	REACTOME_RAC3_GTPASE_CYCLE	0.0653605445382839	1	REACTOME_RAC3_GTPASE_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path778	2	REACTOME_FREE_FATTY_ACID_RECEPTORS	0.06562713811997924	1	REACTOME_FREE_FATTY_ACID_RECEPTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1024	20	REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	0.06628763084797558	1	REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path657	26	REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.06659697220782675	1	REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	M3871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_16907	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Association of TriC/CCT with target proteins during biosynthesis	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_16907
path247	11	REACTOME_P38MAPK_EVENTS	0.06714587541399812	1	REACTOME_P38MAPK_EVENTS	M1441	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12065	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in p38MAPK events	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12065
path128	3	REACTOME_SYNTHESIS_OF_PG	0.06740126486117401	1	REACTOME_SYNTHESIS_OF_PG	NA	NA	NA	NA	NA	NA	NA	NA	NA
path302	26	REACTOME_SIGNALLING_TO_ERKS	0.06798549082016492	1	REACTOME_SIGNALLING_TO_ERKS	M13881	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12058	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Signalling to ERKs	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12058
path207	14	REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.0688107605018188	1	REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	M554	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115810	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Sphingolipid de novo biosynthesis	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115810
path1128	40	REACTOME_GLYCOLYSIS	0.06927606016655725	1	REACTOME_GLYCOLYSIS	M5113	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1383	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Glycolysis	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1383
path468	20	REACTOME_DAP12_INTERACTIONS	0.06948624668633971	1	REACTOME_DAP12_INTERACTIONS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1199	27	REACTOME_TNF_SIGNALING	0.06975677636160567	1	REACTOME_TNF_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path374	68	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.07061731784541099	1	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	M713	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12447	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Negative regulation of the PI3K/AKT network	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12447
path123	10	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.07081065618241478	1	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	M702	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121369	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Acyl chain remodelling of PE	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121369
path1041	4	REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE	0.07099843287967099	1	REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path54	18	REACTOME_MEIOTIC_SYNAPSIS	0.07126612421377006	1	REACTOME_MEIOTIC_SYNAPSIS	M1061	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_75792	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Meiotic Synapsis	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_75792
path584	19	REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.07161828725807909	1	REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	M188	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13796	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Amino acid transport across the plasma membrane	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13796
path770	8	REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	0.07173536054021588	1	REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path17	7	REACTOME_FORMATION_OF_APOPTOSOME	0.07290493144347673	1	REACTOME_FORMATION_OF_APOPTOSOME	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1490	10	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.07306309289133907	1	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1119	83	REACTOME_DNA_REPLICATION	0.07308561279360293	1	REACTOME_DNA_REPLICATION	M1017	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_383	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in DNA Replication	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_383
path1301	4	REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	0.07316324473775586	1	REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1259	19	REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	0.0733659833531514	1	REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path361	60	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	0.07432081781113514	1	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1338	3	REACTOME_HDL_ASSEMBLY	0.07461262820797304	1	REACTOME_HDL_ASSEMBLY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path427	21	REACTOME_BASIGIN_INTERACTIONS	0.07499725183904735	1	REACTOME_BASIGIN_INTERACTIONS	M4974	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12560	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Basigin interactions	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12560
path155	21	REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	0.0755829171003812	1	REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1011	24	REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	0.07561813705703088	1	REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path277	9	REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.07633556060236577	1	REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	M719	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12579	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in SHC1 events in EGFR signaling	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12579
path820	119	REACTOME_MITOTIC_G2_G2_M_PHASES	0.07643225509265447	1	REACTOME_MITOTIC_G2_G2_M_PHASES	M864	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_21391	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Mitotic G2-G2/M phases	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_21391
path1224	15	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.07673122716514727	1	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	M657	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120966	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Gastrin-CREB signalling pathway via PKC and MAPK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120966
path1137	1	REACTOME_HISTIDINE_CATABOLISM	0.07677124552109252	1	REACTOME_HISTIDINE_CATABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1361	31	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	0.07828256725575727	1	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1472	88	REACTOME_PROTEIN_LOCALIZATION	0.07852847033708961	1	REACTOME_PROTEIN_LOCALIZATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path653	11	REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.07892510934180468	1	REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	M9648	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_16956	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Formation of tubulin folding intermediates by CCT/TriC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_16956
path569	23	REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	0.0790347859879657	1	REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path656	9	REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	0.07941029681506327	1	REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	NA	NA	NA	NA	NA	NA	NA	NA	NA
path748	6	REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	0.07941612280791442	1	REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
path821	99	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.07960228150541081	1	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1070	8	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	0.080045864344753	1	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path62	36	REACTOME_SIGNALING_BY_ERBB4	0.0804408528275883	1	REACTOME_SIGNALING_BY_ERBB4	M544	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115596	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Signaling by ERBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115596
