# GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_bonferroni,p_sidak,p_holm,p_fdr_bh,study_items
GO:0007286,BP,e,spermatid development,5/500,15/4382,0.021500219822718675,5,5,1.0,1.0,1.0,0.91446555406556,"8655, 9025, 9319, 9425, 10519"
GO:0032508,BP,e,DNA duplex unwinding,11/500,49/4382,0.0221949498315048,8,11,1.0,1.0,1.0,0.9304314580444492,"301, 546, 1105, 1108, 2547, 6742, 6832, 7520, 10856, 57680, 80205"
GO:0002825,BP,e,regulation of T-helper 1 type immune response,3/500,6/4382,0.022669121730462257,7,3,1.0,1.0,1.0,0.9335192390346542,"301, 3554, 6363"
GO:0014002,BP,e,astrocyte development,3/500,6/4382,0.022669121730462257,5,3,1.0,1.0,1.0,0.9335192390346542,"4763, 6279, 6280"
GO:1990573,BP,e,potassium ion import across plasma membrane,3/500,6/4382,0.022669121730462257,9,3,1.0,1.0,1.0,0.9335192390346542,"476, 6558, 10723"
GO:0002026,BP,e,regulation of the force of heart contraction,3/500,6/4382,0.022669121730462257,7,3,1.0,1.0,1.0,0.9335192390346542,"476, 493, 2548"
GO:1902236,BP,e,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,3/500,6/4382,0.022669121730462257,10,3,1.0,1.0,1.0,0.9335192390346542,"3303, 10488, 90993"
GO:1902850,BP,e,microtubule cytoskeleton organization involved in mitosis,12/500,54/4382,0.02751574344196016,7,12,1.0,1.0,1.0,1.0,"1639, 4204, 5116, 5901, 7756, 10252, 10579, 10735, 22974, 23122, 51203, 56647"
GO:0030593,BP,e,neutrophil chemotaxis,7/500,27/4382,0.028019445537154426,9,7,1.0,1.0,1.0,1.0,"1525, 5293, 6279, 6280, 6352, 6363, 23396"
GO:0071173,BP,e,spindle assembly checkpoint,4/500,11/4382,0.028706679448609787,8,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:0007094,BP,e,mitotic spindle assembly checkpoint,4/500,11/4382,0.028706679448609787,12,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:0009620,BP,e,response to fungus,4/500,11/4382,0.028706679448609787,5,4,1.0,1.0,1.0,1.0,"6279, 6280, 8915, 23406"
GO:0071174,BP,e,mitotic spindle checkpoint,4/500,11/4382,0.028706679448609787,8,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:0046822,BP,e,regulation of nucleocytoplasmic transport,12/500,55/4382,0.02887416258245981,6,12,1.0,1.0,1.0,1.0,"999, 2010, 2810, 5580, 5901, 5905, 5936, 7531, 11052, 11142, 23636, 51547"
GO:0061045,BP,e,negative regulation of wound healing,6/500,22/4382,0.03239353028222895,7,6,1.0,1.0,1.0,1.0,"240, 634, 5580, 5728, 6558, 23122"
GO:0051336,BP,e,regulation of hydrolase activity,64/500,441/4382,0.03309173261152192,4,64,1.0,1.0,1.0,1.0,"216, 301, 341, 868, 871, 1123, 1293, 1944, 2029, 2192, 2280, 2810, 2873, 2896, 3265, 3303, 3336, 3383, 4609, 4763, 5361, 5364, 5510, 5580, 5905, 5918, 5997, 6251, 6279, 6280, 6281, 6352, 6363, 6742, 6992, 7531, 8434, 8490, 8655, 8915, 9026, 9693, 10010, 10154, 10160, 10252, 10395, 10598, 23129, 23348, 23654, 26130, 26229, 29103, 29108, 30851, 51735, 55188, 56925, 57326, 60682, 63898, 64062, 90627"
GO:0000076,BP,e,DNA replication checkpoint,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"5884, 11073"
GO:0042538,BP,e,hyperosmotic salinity response,2/500,3/4382,0.03603400808099105,5,2,1.0,1.0,1.0,1.0,"2547, 7520"
GO:1903690,BP,e,"negative regulation of wound healing, spreading of epidermal cells",2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"5728, 23122"
GO:0060666,BP,e,dichotomous subdivision of terminal units involved in salivary gland branching,2/500,3/4382,0.03603400808099105,6,2,1.0,1.0,1.0,1.0,"5361, 23129"
GO:1990569,BP,e,UDP-N-acetylglucosamine transmembrane transport,2/500,3/4382,0.03603400808099105,10,2,1.0,1.0,1.0,1.0,"11046, 23169"
GO:0021591,BP,e,ventricular system development,2/500,3/4382,0.03603400808099105,4,2,1.0,1.0,1.0,1.0,"4204, 9693"
GO:1904259,BP,e,regulation of basement membrane assembly involved in embryonic body morphogenesis,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"1605, 23122"
GO:0006828,BP,e,manganese ion transport,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"27032, 57130"
GO:0033313,BP,e,meiotic cell cycle checkpoint,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"5810, 9319"
GO:0032020,BP,e,ISG15-protein conjugation,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"9246, 9636"
GO:0006121,BP,e,"mitochondrial electron transport, succinate to ubiquinone",2/500,3/4382,0.03603400808099105,6,2,1.0,1.0,1.0,1.0,"6391, 6392"
GO:1904862,BP,e,inhibitory synapse assembly,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"2258, 5364"
GO:0071475,BP,e,cellular hyperosmotic salinity response,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"2547, 7520"
GO:0001706,BP,e,endoderm formation,2/500,3/4382,0.03603400808099105,4,2,1.0,1.0,1.0,1.0,"1846, 1847"
GO:0034501,BP,e,protein localization to kinetochore,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"3550, 79003"
GO:0022614,BP,e,membrane to membrane docking,2/500,3/4382,0.03603400808099105,3,2,1.0,1.0,1.0,1.0,"3383, 4478"
GO:0033031,BP,e,positive regulation of neutrophil apoptotic process,2/500,3/4382,0.03603400808099105,9,2,1.0,1.0,1.0,1.0,"301, 5293"
GO:0045989,BP,e,positive regulation of striated muscle contraction,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"476, 5997"
GO:0110011,BP,e,regulation of basement membrane organization,2/500,3/4382,0.03603400808099105,6,2,1.0,1.0,1.0,1.0,"1605, 23122"
GO:0021603,BP,e,cranial nerve formation,2/500,3/4382,0.03603400808099105,3,2,1.0,1.0,1.0,1.0,"5205, 7020"
GO:0007270,BP,e,neuron-neuron synaptic transmission,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"5728, 23095"
GO:0045835,BP,e,negative regulation of meiotic nuclear division,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"5810, 9319"
GO:0060445,BP,e,branching involved in salivary gland morphogenesis,2/500,3/4382,0.03603400808099105,6,2,1.0,1.0,1.0,1.0,"1605, 3911"
GO:2000481,BP,e,positive regulation of cAMP-dependent protein kinase activity,2/500,3/4382,0.03603400808099105,12,2,1.0,1.0,1.0,1.0,"493, 9693"
GO:1904261,BP,e,positive regulation of basement membrane assembly involved in embryonic body morphogenesis,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"1605, 23122"
GO:0071421,BP,e,manganese ion transmembrane transport,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"27032, 57130"
GO:0072488,BP,e,ammonium transmembrane transport,2/500,3/4382,0.03603400808099105,8,2,1.0,1.0,1.0,1.0,"6558, 10723"
GO:1902570,BP,e,protein localization to nucleolus,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"5901, 55035"
GO:0010519,BP,e,negative regulation of phospholipase activity,2/500,3/4382,0.03603400808099105,7,2,1.0,1.0,1.0,1.0,"301, 5997"
GO:0015696,BP,e,ammonium transport,2/500,3/4382,0.03603400808099105,6,2,1.0,1.0,1.0,1.0,"6558, 10723"
GO:1904464,BP,e,regulation of matrix metallopeptidase secretion,2/500,3/4382,0.03603400808099105,10,2,1.0,1.0,1.0,1.0,"3418, 6558"
GO:0002679,BP,e,respiratory burst involved in defense response,2/500,3/4382,0.03603400808099105,3,2,1.0,1.0,1.0,1.0,"3055, 5293"
GO:0045780,BP,e,positive regulation of bone resorption,3/500,7/4382,0.03635641370053085,7,3,1.0,1.0,1.0,1.0,"101, 537, 4054"
GO:0008299,BP,e,isoprenoid biosynthetic process,3/500,7/4382,0.03635641370053085,6,3,1.0,1.0,1.0,1.0,"5947, 27235, 79947"
GO:0002230,BP,e,positive regulation of defense response to virus by host,3/500,7/4382,0.03635641370053085,8,3,1.0,1.0,1.0,1.0,"6772, 10758, 29108"
GO:0055075,BP,e,potassium ion homeostasis,3/500,7/4382,0.03635641370053085,8,3,1.0,1.0,1.0,1.0,"476, 6558, 10723"
GO:0070486,BP,e,leukocyte aggregation,3/500,7/4382,0.03635641370053085,5,3,1.0,1.0,1.0,1.0,"4478, 6279, 6280"
GO:0050832,BP,e,defense response to fungus,3/500,7/4382,0.03635641370053085,6,3,1.0,1.0,1.0,1.0,"6279, 6280, 23406"
GO:0035115,BP,e,embryonic forelimb morphogenesis,3/500,7/4382,0.03635641370053085,6,3,1.0,1.0,1.0,1.0,"7020, 8434, 140467"
GO:0034244,BP,e,negative regulation of transcription elongation from RNA polymerase II promoter,3/500,7/4382,0.03635641370053085,12,3,1.0,1.0,1.0,1.0,"6827, 9025, 51574"
GO:0071805,BP,e,potassium ion transmembrane transport,5/500,17/4382,0.03659266421388595,8,5,1.0,1.0,1.0,1.0,"476, 3775, 6558, 10723, 79714"
GO:0031641,BP,e,regulation of myelination,5/500,17/4382,0.03659266421388595,6,5,1.0,1.0,1.0,1.0,"1605, 5728, 7133, 8898, 56288"
GO:0071674,BP,e,mononuclear cell migration,9/500,39/4382,0.03687715329671845,6,9,1.0,1.0,1.0,1.0,"101, 240, 301, 3383, 4478, 5293, 6352, 6363, 6558"
GO:0043086,BP,e,negative regulation of catalytic activity,42/500,270/4382,0.037263475670467935,4,42,1.0,1.0,1.0,1.0,"301, 341, 493, 634, 868, 871, 1028, 1031, 1293, 1845, 1846, 1847, 1848, 2029, 2280, 2810, 2873, 3265, 4552, 4763, 5580, 5611, 5728, 5918, 5997, 6992, 7531, 8434, 8655, 9052, 10160, 10252, 10519, 11142, 11221, 23636, 29108, 51347, 56925, 63898, 64062, 79706"
GO:1903047,BP,e,mitotic cell cycle process,38/500,243/4382,0.037650241038908114,3,38,1.0,1.0,1.0,1.0,"1031, 1639, 2010, 2029, 2810, 3550, 4204, 4609, 4863, 5116, 5546, 5884, 5901, 7443, 7465, 7531, 7756, 8655, 9319, 9656, 10252, 10579, 10735, 11073, 11130, 22919, 22974, 23122, 23636, 26586, 51203, 51347, 51547, 55159, 56647, 65123, 79003, 80254"
GO:0045841,BP,e,negative regulation of mitotic metaphase/anaphase transition,4/500,12/4382,0.03927311268187387,11,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:0007026,BP,e,negative regulation of microtubule depolymerization,4/500,12/4382,0.03927311268187387,10,4,1.0,1.0,1.0,1.0,"2258, 10519, 22974, 23122"
GO:0031577,BP,e,spindle checkpoint,4/500,12/4382,0.03927311268187387,7,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:0033046,BP,e,negative regulation of sister chromatid segregation,4/500,12/4382,0.03927311268187387,8,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:2000816,BP,e,negative regulation of mitotic sister chromatid separation,4/500,12/4382,0.03927311268187387,10,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:0033048,BP,e,negative regulation of mitotic sister chromatid segregation,4/500,12/4382,0.03927311268187387,9,4,1.0,1.0,1.0,1.0,"3550, 7756, 9319, 11130"
GO:0072678,BP,e,T cell migration,4/500,12/4382,0.03927311268187387,8,4,1.0,1.0,1.0,1.0,"3383, 4478, 5293, 6558"
GO:0021675,BP,e,nerve development,4/500,12/4382,0.03927311268187387,3,4,1.0,1.0,1.0,1.0,"1605, 6405, 7020, 10312"
GO:0045646,BP,e,regulation of erythrocyte differentiation,6/500,23/4382,0.039749171132894785,7,6,1.0,1.0,1.0,1.0,"3303, 6772, 8861, 9636, 23774, 60682"
GO:0007156,BP,e,homophilic cell adhesion via plasma membrane adhesion molecules,6/500,23/4382,0.039749171132894785,5,6,1.0,1.0,1.0,1.0,"634, 999, 1048, 23654, 26025, 51294"
GO:0006814,BP,e,sodium ion transport,6/500,23/4382,0.039749171132894785,6,6,1.0,1.0,1.0,1.0,"476, 2258, 3775, 6558, 10916, 81539"
GO:1990266,BP,e,neutrophil migration,7/500,29/4382,0.04035675690048366,8,7,1.0,1.0,1.0,1.0,"1525, 5293, 6279, 6280, 6352, 6363, 23396"
GO:0035305,BP,e,negative regulation of dephosphorylation,7/500,29/4382,0.04035675690048366,8,7,1.0,1.0,1.0,1.0,"2029, 2280, 6992, 7531, 10160, 63898, 64062"
GO:0007052,BP,e,mitotic spindle organization,9/500,40/4382,0.04052890306027347,8,9,1.0,1.0,1.0,1.0,"4204, 5116, 5901, 7756, 10579, 10735, 22974, 23122, 56647"
GO:0055067,BP,e,monovalent inorganic cation homeostasis,9/500,41/4382,0.04480077726665757,7,9,1.0,1.0,1.0,1.0,"476, 523, 537, 2896, 4097, 6558, 9296, 10312, 10723"
GO:0045648,BP,e,positive regulation of erythrocyte differentiation,5/500,18/4382,0.046072098453312414,8,5,1.0,1.0,1.0,1.0,"3303, 6772, 9636, 23774, 60682"
GO:0006458,BP,e,'de novo' protein folding,5/500,18/4382,0.046072098453312414,3,5,1.0,1.0,1.0,1.0,"2280, 3303, 3336, 6388, 7266"
GO:0044773,BP,e,mitotic DNA damage checkpoint,5/500,18/4382,0.046072098453312414,9,5,1.0,1.0,1.0,1.0,"5884, 9656, 11073, 51347, 55159"
GO:0032392,BP,e,DNA geometric change,11/500,53/4382,0.046249276069704616,7,11,1.0,1.0,1.0,1.0,"301, 546, 1105, 1108, 2547, 6742, 6832, 7520, 10856, 57680, 80205"
GO:0051276,BP,e,chromosome organization,25/500,149/4382,0.04780297942346837,5,25,1.0,1.0,1.0,1.0,"301, 546, 1105, 1108, 2547, 2669, 2873, 4609, 5901, 5976, 6742, 6832, 7520, 7756, 8861, 9319, 10735, 10856, 11130, 51203, 51547, 55159, 57680, 79003, 80205"
GO:0046782,BP,e,regulation of viral transcription,6/500,24/4382,0.048082882909657385,5,6,1.0,1.0,1.0,1.0,"5431, 5432, 5438, 5439, 6827, 51574"
GO:0043547,BP,e,positive regulation of GTPase activity,22/500,129/4382,0.048275031962625316,6,22,1.0,1.0,1.0,1.0,"216, 1123, 3265, 3383, 4763, 5364, 5905, 5997, 6251, 6281, 6352, 6363, 8490, 9693, 10395, 23348, 26130, 30851, 51735, 55188, 60682, 90627"
GO:0050770,BP,e,regulation of axonogenesis,11/500,54/4382,0.04947752256934552,8,11,1.0,1.0,1.0,1.0,"1123, 2258, 5361, 5364, 5728, 6405, 10154, 23129, 23654, 64218, 79006"
GO:0036294,BP,e,cellular response to decreased oxygen levels,9/500,42/4382,0.04969969279726996,5,9,1.0,1.0,1.0,1.0,"101, 360, 468, 2030, 3383, 4609, 5728, 10525, 28996"
GO:0007017,BP,e,microtubule-based process,31/500,195/4382,0.04974372902783347,2,31,1.0,1.0,1.0,1.0,"493, 546, 1605, 1639, 2258, 4204, 5116, 5195, 5901, 7465, 7756, 8655, 9857, 10048, 10252, 10519, 10579, 10634, 10735, 22919, 22974, 23095, 23122, 23177, 23636, 29901, 51203, 55201, 56288, 56647, 80254"
GO:0051225,BP,e,spindle assembly,8/500,34/4382,0.04974955689515801,8,8,1.0,1.0,1.0,1.0,"7756, 10735, 22919, 22974, 23122, 29901, 56647, 80254"
GO:2000106,BP,e,regulation of leukocyte apoptotic process,8/500,34/4382,0.04974955689515801,7,8,1.0,1.0,1.0,1.0,"101, 301, 5293, 5728, 6352, 6363, 8915, 9693"
GO:0046907,BP,p,intracellular transport,30/500,603/4382,7.471903135952654e-09,4,30,8.707755914639223e-05,8.488219738663405e-05,8.707008724325627e-05,3.079750779981493e-05,"161, 374, 868, 1211, 1604, 1639, 1891, 1984, 3308, 5195, 5825, 5901, 5976, 6811, 8655, 10525, 10971, 23095, 23256, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 54677, 55201, 56288, 64422"
GO:0071702,BP,p,organic substance transport,45/500,755/4382,4.994816793166758e-08,6,45,0.000582095949075654,0.000567420397766706,0.0005818462082359956,8.993081854766114e-05,"161, 301, 341, 360, 523, 537, 634, 868, 1211, 1891, 1984, 2030, 3308, 5195, 5205, 5660, 5825, 5901, 5976, 6811, 8322, 8655, 9016, 9197, 9296, 9873, 10312, 10971, 11046, 11230, 23169, 23256, 23417, 23633, 23636, 23647, 23760, 26020, 26063, 27342, 29103, 54677, 56288, 64422, 81539"
GO:0006807,BP,p,nitrogen compound metabolic process,183/500,2103/4382,5.401713830733036e-08,2,183,0.000629515729833628,0.0006136446515214809,0.0006291916270037839,8.993081854766114e-05,"47, 101, 161, 301, 341, 353, 468, 523, 546, 634, 868, 871, 1152, 1211, 1284, 1355, 1487, 1605, 1633, 1845, 1846, 1847, 1848, 2030, 2192, 2271, 2280, 2547, 2677, 2778, 2873, 3055, 3303, 3418, 3550, 3703, 4204, 4247, 4552, 4609, 4858, 5195, 5261, 5293, 5431, 5432, 5438, 5439, 5464, 5546, 5580, 5611, 5660, 5728, 5796, 5810, 5884, 5901, 5905, 5936, 5976, 6150, 6184, 6185, 6279, 6280, 6352, 6627, 6629, 6723, 6749, 6827, 6832, 6992, 7126, 7347, 7443, 7465, 7520, 7596, 7737, 7991, 8446, 8505, 8566, 8861, 8898, 8915, 9025, 9139, 9246, 9319, 9519, 9636, 9656, 9929, 9986, 10010, 10055, 10195, 10200, 10286, 10312, 10434, 10519, 10573, 10610, 10730, 10758, 10856, 10919, 10933, 10988, 10992, 11046, 11052, 11073, 11221, 11226, 11282, 23169, 23173, 23417, 23450, 23524, 23555, 23560, 23636, 23683, 23774, 25842, 25896, 26151, 26190, 26229, 28996, 29108, 29110, 29761, 29880, 29929, 51069, 51230, 51347, 51514, 51547, 51574, 51582, 51728, 54517, 54663, 54677, 54948, 55035, 55159, 55168, 55201, 55209, 55234, 55568, 55577, 55624, 55718, 55729, 55733, 55741, 56647, 56913, 56950, 64062, 64422, 65005, 65123, 79005, 79053, 79590, 79706, 79718, 79731, 79796, 80142, 81790, 84759"
GO:0045184,BP,p,establishment of protein localization,30/500,575/4382,6.966112135486971e-08,4,30,0.0008118307082696516,0.0007913631835732334,0.0008113430804201676,0.00010147883853370644,"161, 301, 523, 537, 868, 1211, 1891, 1984, 3308, 5195, 5901, 6811, 8655, 9296, 9873, 10312, 10856, 10971, 11230, 23256, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 54677, 56288, 64422"
GO:0009987,BP,p,cellular process,423/500,4007/4382,9.129382855820037e-08,1,423,0.001063938278017267,0.0010371147263100431,0.001063116633560243,0.00010639382780172668,"47, 87, 101, 161, 216, 240, 301, 341, 353, 360, 374, 468, 476, 493, 523, 537, 546, 634, 740, 819, 868, 871, 999, 1028, 1031, 1048, 1105, 1108, 1123, 1152, 1211, 1284, 1291, 1292, 1293, 1317, 1337, 1340, 1345, 1346, 1347, 1349, 1350, 1355, 1487, 1525, 1604, 1605, 1633, 1639, 1805, 1845, 1846, 1847, 1848, 1875, 1891, 1944, 1945, 1958, 1968, 1984, 2006, 2010, 2029, 2030, 2108, 2124, 2192, 2258, 2271, 2280, 2547, 2548, 2619, 2669, 2677, 2778, 2791, 2810, 2873, 2896, 3055, 3265, 3303, 3308, 3336, 3383, 3385, 3418, 3430, 3550, 3554, 3703, 3726, 3775, 3910, 3911, 3918, 3927, 4043, 4046, 4054, 4061, 4097, 4204, 4247, 4478, 4502, 4552, 4609, 4664, 4665, 4697, 4763, 4802, 4814, 4858, 4863, 5116, 5195, 5201, 5204, 5205, 5209, 5250, 5261, 5293, 5361, 5364, 5431, 5432, 5438, 5439, 5464, 5546, 5580, 5611, 5660, 5728, 5796, 5810, 5825, 5884, 5901, 5905, 5936, 5947, 5976, 5977, 5997, 6150, 6184, 6185, 6251, 6271, 6275, 6279, 6280, 6281, 6352, 6363, 6388, 6391, 6392, 6405, 6558, 6627, 6629, 6723, 6742, 6749, 6772, 6811, 6827, 6832, 6834, 6902, 6990, 6992, 7020, 7114, 7126, 7133, 7266, 7347, 7386, 7392, 7417, 7443, 7465, 7520, 7531, 7584, 7596, 7737, 7756, 7776, 7982, 7991, 8322, 8434, 8446, 8490, 8505, 8566, 8655, 8861, 8867, 8898, 8915, 9016, 9025, 9026, 9052, 9139, 9167, 9197, 9246, 9296, 9319, 9377, 9425, 9519, 9526, 9536, 9636, 9656, 9693, 9841, 9857, 9873, 9915, 9929, 9986, 9988, 10010, 10048, 10055, 10154, 10160, 10195, 10200, 10224, 10252, 10286, 10312, 10395, 10418, 10434, 10488, 10519, 10525, 10573, 10579, 10598, 10610, 10634, 10668, 10723, 10730, 10735, 10758, 10856, 10884, 10916, 10919, 10933, 10951, 10963, 10971, 10988, 10992, 11007, 11046, 11052, 11054, 11073, 11130, 11133, 11142, 11146, 11215, 11221, 11226, 11230, 11282, 22903, 22919, 22926, 22974, 23095, 23122, 23129, 23136, 23169, 23173, 23177, 23256, 23269, 23286, 23348, 23396, 23406, 23417, 23450, 23524, 23555, 23560, 23633, 23636, 23641, 23647, 23650, 23654, 23683, 23760, 23774, 25805, 25842, 25896, 26020, 26025, 26063, 26130, 26137, 26151, 26190, 26229, 26284, 26586, 26589, 27032, 27235, 27342, 27430, 28986, 28996, 29088, 29093, 29103, 29108, 29110, 29761, 29880, 29901, 29929, 30851, 51069, 51073, 51203, 51230, 51294, 51347, 51514, 51547, 51574, 51582, 51642, 51728, 51735, 54148, 54517, 54663, 54677, 54948, 55035, 55052, 55159, 55168, 55188, 55201, 55209, 55234, 55568, 55577, 55624, 55718, 55729, 55733, 55741, 55771, 55892, 56288, 56647, 56913, 56950, 57130, 57326, 57447, 57680, 57823, 60491, 63875, 64062, 64218, 64422, 64976, 65005, 65123, 79003, 79005, 79006, 79053, 79188, 79590, 79706, 79714, 79718, 79726, 79731, 79796, 79947, 80142, 80205, 80254, 81539, 81790, 84759, 85458, 90627, 90993, 374291"
GO:0015833,BP,p,peptide transport,29/500,556/4382,1.4464760285758306e-07,7,29,0.001685723163702273,0.001643223440381952,0.001684276687673697,0.0001532475603365703,"161, 301, 523, 537, 868, 1211, 1891, 1984, 3308, 5195, 5901, 6811, 8655, 9296, 9873, 10312, 10971, 11230, 23256, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 54677, 56288, 64422"
GO:0071705,BP,p,nitrogen compound transport,40/500,679/4382,1.7740640266616444e-07,4,40,0.0020674942166714803,0.002015369446681418,0.0020655427462421523,0.00017229118472262338,"161, 301, 360, 523, 537, 868, 1211, 1891, 1984, 2030, 3308, 5195, 5205, 5660, 5901, 5976, 6558, 6811, 8655, 9197, 9296, 9873, 10312, 10723, 10971, 11046, 11230, 23169, 23256, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 54677, 56288, 64422, 81539"
GO:0015031,BP,p,protein transport,29/500,551/4382,1.9521699909122922e-07,8,29,0.002275058907409185,0.0022177011062089174,0.0022727163034200904,0.0001750045313391681,"161, 301, 523, 537, 868, 1211, 1891, 1984, 3308, 5195, 5901, 6811, 8655, 9296, 9873, 10312, 10971, 11230, 23256, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 54677, 56288, 64422"
GO:1901564,BP,p,organonitrogen compound metabolic process,128/500,1572/4382,2.351359990882557e-07,3,128,0.002740274933374532,0.0026711883069356736,0.0027372181653863843,0.00019573392381246657,"47, 101, 161, 301, 341, 353, 468, 523, 634, 868, 871, 1152, 1211, 1355, 1487, 1605, 1633, 1845, 1846, 1847, 1848, 2192, 2280, 2677, 2873, 3055, 3418, 3703, 4204, 4247, 4552, 4609, 5195, 5261, 5293, 5464, 5580, 5611, 5660, 5728, 5796, 5901, 5905, 6150, 6184, 6185, 6279, 6280, 6352, 6723, 6992, 7126, 7347, 7443, 7465, 7737, 7991, 8446, 8566, 8861, 8898, 8915, 9025, 9246, 9519, 9636, 9929, 9986, 10010, 10055, 10195, 10312, 10434, 10573, 10610, 10730, 10758, 10856, 10919, 10933, 10988, 11046, 11221, 11226, 11282, 23173, 23417, 23555, 23636, 23683, 23774, 26151, 26190, 26229, 28996, 29108, 29110, 29761, 29880, 29929, 51069, 51230, 51347, 51514, 51547, 51582, 54677, 54948, 55159, 55168, 55209, 55568, 55577, 55624, 55733, 55741, 56913, 56950, 64422, 65005, 79053, 79590, 79718, 79731, 79796, 80142, 81790, 84759"
GO:0006820,BP,p,anion transport,49/500,775/4382,2.7593813834261804e-07,5,49,0.00321578306424487,0.003134708132469941,0.0032119199303080738,0.0002078478900175958,"161, 301, 341, 360, 523, 537, 634, 868, 1211, 1891, 1984, 2030, 3308, 5195, 5205, 5250, 5660, 5825, 5901, 5976, 6558, 6811, 7417, 8322, 8655, 9016, 9197, 9296, 9873, 10312, 10723, 10971, 11046, 11230, 23169, 23256, 23417, 23633, 23636, 23647, 23760, 26020, 26063, 27342, 29103, 54677, 56288, 64422, 81539"
GO:0044238,BP,p,primary metabolic process,203/500,2247/4382,4.332344259882736e-07,2,203,0.0050489140004673395,0.004921622964365842,0.005041982249651527,0.0002969949412039612,"47, 101, 161, 216, 240, 301, 341, 353, 468, 523, 546, 634, 868, 871, 1211, 1284, 1487, 1595, 1605, 1633, 1845, 1846, 1847, 1848, 1891, 2030, 2108, 2192, 2271, 2280, 2547, 2548, 2677, 2778, 2873, 3055, 3303, 3418, 3550, 3703, 4204, 4247, 4552, 4609, 4858, 5050, 5195, 5205, 5209, 5261, 5293, 5431, 5432, 5438, 5439, 5464, 5546, 5580, 5611, 5660, 5728, 5796, 5810, 5825, 5884, 5901, 5905, 5936, 5947, 5976, 6150, 6184, 6185, 6279, 6280, 6352, 6391, 6392, 6627, 6629, 6749, 6827, 6832, 6992, 7126, 7347, 7443, 7465, 7520, 7596, 7737, 7991, 8446, 8505, 8861, 8867, 8898, 8915, 9025, 9139, 9246, 9319, 9519, 9526, 9536, 9636, 9656, 9929, 9986, 10010, 10055, 10195, 10200, 10286, 10312, 10434, 10519, 10573, 10610, 10730, 10758, 10856, 10919, 10933, 10988, 10992, 11052, 11073, 11221, 11226, 11282, 23169, 23173, 23396, 23417, 23450, 23524, 23555, 23560, 23636, 23683, 23760, 23774, 25842, 25896, 26020, 26063, 26151, 26190, 26229, 27235, 28996, 29108, 29110, 29761, 29880, 29929, 51069, 51230, 51294, 51347, 51514, 51547, 51574, 51582, 51728, 54517, 54663, 54677, 54948, 55035, 55159, 55168, 55201, 55209, 55234, 55344, 55568, 55577, 55624, 55718, 55729, 55733, 55741, 56647, 56913, 56950, 64062, 64422, 64746, 65005, 65123, 79005, 79053, 79590, 79706, 79718, 79731, 79796, 79947, 80142, 81790, 84759"
GO:0042886,BP,p,amide transport,32/500,563/4382,1.1529680671390842e-06,5,32,0.013436689854438888,0.013097929841258292,0.013411324556961828,0.0005842039067147343,"161, 301, 360, 523, 537, 868, 1211, 1891, 1984, 3308, 5195, 5660, 5901, 6811, 8655, 9197, 9296, 9873, 10312, 10971, 11230, 23256, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 54677, 56288, 64422"
